PRCSN_PAYER_ENT_NM,TRx_T1,TRx_T10,TRx_T11,TRx_T12,TRx_T13,TRx_T14,TRx_T15,TRx_T16,TRx_T17,TRx_T18,TRx_T19,TRx_T2,TRx_T20,TRx_T21,TRx_T22,TRx_T23,TRx_T24,TRx_T25,TRx_T3,TRx_T4,TRx_T5,TRx_T6,TRx_T7,TRx_T8,TRx_T9,NBRx_T1,NBRx_T10,NBRx_T11,NBRx_T12,NBRx_T13,NBRx_T14,NBRx_T15,NBRx_T16,NBRx_T17,NBRx_T18,NBRx_T19,NBRx_T2,NBRx_T20,NBRx_T21,NBRx_T22,NBRx_T23,NBRx_T24,NBRx_T25,NBRx_T3,NBRx_T4,NBRx_T5,NBRx_T6,NBRx_T7,NBRx_T8,NBRx_T9,NRx_T1,NRx_T10,NRx_T11,NRx_T12,NRx_T13,NRx_T14,NRx_T15,NRx_T16,NRx_T17,NRx_T18,NRx_T19,NRx_T2,NRx_T20,NRx_T21,NRx_T22,NRx_T23,NRx_T24,NRx_T25,NRx_T3,NRx_T4,NRx_T5,NRx_T6,NRx_T7,NRx_T8,NRx_T9,Patients_T1,Patients_T10,Patients_T11,Patients_T12,Patients_T13,Patients_T14,Patients_T15,Patients_T16,Patients_T17,Patients_T18,Patients_T19,Patients_T2,Patients_T20,Patients_T21,Patients_T22,Patients_T23,Patients_T24,Patients_T25,Patients_T3,Patients_T4,Patients_T5,Patients_T6,Patients_T7,Patients_T8,Patients_T9,HCPs_T1,HCPs_T10,HCPs_T11,HCPs_T12,HCPs_T13,HCPs_T14,HCPs_T15,HCPs_T16,HCPs_T17,HCPs_T18,HCPs_T19,HCPs_T2,HCPs_T20,HCPs_T21,HCPs_T22,HCPs_T23,HCPs_T24,HCPs_T25,HCPs_T3,HCPs_T4,HCPs_T5,HCPs_T6,HCPs_T7,HCPs_T8,HCPs_T9,TRx_per_HCP_T1,TRx_per_HCP_T10,TRx_per_HCP_T11,TRx_per_HCP_T12,TRx_per_HCP_T13,TRx_per_HCP_T14,TRx_per_HCP_T15,TRx_per_HCP_T16,TRx_per_HCP_T17,TRx_per_HCP_T18,TRx_per_HCP_T19,TRx_per_HCP_T2,TRx_per_HCP_T20,TRx_per_HCP_T21,TRx_per_HCP_T22,TRx_per_HCP_T23,TRx_per_HCP_T24,TRx_per_HCP_T25,TRx_per_HCP_T3,TRx_per_HCP_T4,TRx_per_HCP_T5,TRx_per_HCP_T6,TRx_per_HCP_T7,TRx_per_HCP_T8,TRx_per_HCP_T9,NBRx_per_HCP_T1,NBRx_per_HCP_T10,NBRx_per_HCP_T11,NBRx_per_HCP_T12,NBRx_per_HCP_T13,NBRx_per_HCP_T14,NBRx_per_HCP_T15,NBRx_per_HCP_T16,NBRx_per_HCP_T17,NBRx_per_HCP_T18,NBRx_per_HCP_T19,NBRx_per_HCP_T2,NBRx_per_HCP_T20,NBRx_per_HCP_T21,NBRx_per_HCP_T22,NBRx_per_HCP_T23,NBRx_per_HCP_T24,NBRx_per_HCP_T25,NBRx_per_HCP_T3,NBRx_per_HCP_T4,NBRx_per_HCP_T5,NBRx_per_HCP_T6,NBRx_per_HCP_T7,NBRx_per_HCP_T8,NBRx_per_HCP_T9,NRx_per_HCP_T1,NRx_per_HCP_T10,NRx_per_HCP_T11,NRx_per_HCP_T12,NRx_per_HCP_T13,NRx_per_HCP_T14,NRx_per_HCP_T15,NRx_per_HCP_T16,NRx_per_HCP_T17,NRx_per_HCP_T18,NRx_per_HCP_T19,NRx_per_HCP_T2,NRx_per_HCP_T20,NRx_per_HCP_T21,NRx_per_HCP_T22,NRx_per_HCP_T23,NRx_per_HCP_T24,NRx_per_HCP_T25,NRx_per_HCP_T3,NRx_per_HCP_T4,NRx_per_HCP_T5,NRx_per_HCP_T6,NRx_per_HCP_T7,NRx_per_HCP_T8,NRx_per_HCP_T9,NBRx_to_TRx_Ratio_T1,NBRx_to_TRx_Ratio_T10,NBRx_to_TRx_Ratio_T11,NBRx_to_TRx_Ratio_T12,NBRx_to_TRx_Ratio_T13,NBRx_to_TRx_Ratio_T14,NBRx_to_TRx_Ratio_T15,NBRx_to_TRx_Ratio_T16,NBRx_to_TRx_Ratio_T17,NBRx_to_TRx_Ratio_T18,NBRx_to_TRx_Ratio_T19,NBRx_to_TRx_Ratio_T2,NBRx_to_TRx_Ratio_T20,NBRx_to_TRx_Ratio_T21,NBRx_to_TRx_Ratio_T22,NBRx_to_TRx_Ratio_T23,NBRx_to_TRx_Ratio_T24,NBRx_to_TRx_Ratio_T25,NBRx_to_TRx_Ratio_T3,NBRx_to_TRx_Ratio_T4,NBRx_to_TRx_Ratio_T5,NBRx_to_TRx_Ratio_T6,NBRx_to_TRx_Ratio_T7,NBRx_to_TRx_Ratio_T8,NBRx_to_TRx_Ratio_T9,NRx_to_TRx_Ratio_T1,NRx_to_TRx_Ratio_T10,NRx_to_TRx_Ratio_T11,NRx_to_TRx_Ratio_T12,NRx_to_TRx_Ratio_T13,NRx_to_TRx_Ratio_T14,NRx_to_TRx_Ratio_T15,NRx_to_TRx_Ratio_T16,NRx_to_TRx_Ratio_T17,NRx_to_TRx_Ratio_T18,NRx_to_TRx_Ratio_T19,NRx_to_TRx_Ratio_T2,NRx_to_TRx_Ratio_T20,NRx_to_TRx_Ratio_T21,NRx_to_TRx_Ratio_T22,NRx_to_TRx_Ratio_T23,NRx_to_TRx_Ratio_T24,NRx_to_TRx_Ratio_T25,NRx_to_TRx_Ratio_T3,NRx_to_TRx_Ratio_T4,NRx_to_TRx_Ratio_T5,NRx_to_TRx_Ratio_T6,NRx_to_TRx_Ratio_T7,NRx_to_TRx_Ratio_T8,NRx_to_TRx_Ratio_T9,Patients_per_HCP_T1,Patients_per_HCP_T10,Patients_per_HCP_T11,Patients_per_HCP_T12,Patients_per_HCP_T13,Patients_per_HCP_T14,Patients_per_HCP_T15,Patients_per_HCP_T16,Patients_per_HCP_T17,Patients_per_HCP_T18,Patients_per_HCP_T19,Patients_per_HCP_T2,Patients_per_HCP_T20,Patients_per_HCP_T21,Patients_per_HCP_T22,Patients_per_HCP_T23,Patients_per_HCP_T24,Patients_per_HCP_T25,Patients_per_HCP_T3,Patients_per_HCP_T4,Patients_per_HCP_T5,Patients_per_HCP_T6,Patients_per_HCP_T7,Patients_per_HCP_T8,Patients_per_HCP_T9,MoM_Change_TRx_T2,MoM_Change_NBRx_T2,MoM_Change_TRx_T3,MoM_Change_NBRx_T3,MoM_Change_TRx_T4,MoM_Change_NBRx_T4,MoM_Change_TRx_T5,MoM_Change_NBRx_T5,MoM_Change_TRx_T6,MoM_Change_NBRx_T6,MoM_Change_TRx_T7,MoM_Change_NBRx_T7,MoM_Change_TRx_T8,MoM_Change_NBRx_T8,MoM_Change_TRx_T9,MoM_Change_NBRx_T9,MoM_Change_TRx_T10,MoM_Change_NBRx_T10,MoM_Change_TRx_T11,MoM_Change_NBRx_T11,MoM_Change_TRx_T12,MoM_Change_NBRx_T12,MoM_Change_TRx_T13,MoM_Change_NBRx_T13,MoM_Change_TRx_T14,MoM_Change_NBRx_T14,MoM_Change_TRx_T15,MoM_Change_NBRx_T15,MoM_Change_TRx_T16,MoM_Change_NBRx_T16,MoM_Change_TRx_T17,MoM_Change_NBRx_T17,MoM_Change_TRx_T18,MoM_Change_NBRx_T18,MoM_Change_TRx_T19,MoM_Change_NBRx_T19,MoM_Change_TRx_T20,MoM_Change_NBRx_T20,MoM_Change_TRx_T21,MoM_Change_NBRx_T21,MoM_Change_TRx_T22,MoM_Change_NBRx_T22,MoM_Change_TRx_T23,MoM_Change_NBRx_T23,MoM_Change_TRx_T24,MoM_Change_NBRx_T24,MoM_Change_TRx_T25,MoM_Change_NBRx_T25,TRx_Mean_12M,TRx_Std_12M,TRx_Min_12M,TRx_Max_12M,TRx_Total_12M,TRx_CV_12M,TRx_Trend_Slope,TRx_Trend_Direction,TRx_Growth_Rate,NBRx_Mean_12M,NBRx_Std_12M,NBRx_Min_12M,NBRx_Max_12M,NBRx_Total_12M,NBRx_CV_12M,NBRx_Trend_Slope,NBRx_Trend_Direction,NBRx_Growth_Rate,NRx_Mean_12M,NRx_Std_12M,NRx_Min_12M,NRx_Max_12M,NRx_Total_12M,NRx_CV_12M,NRx_Trend_Slope,NRx_Trend_Direction,NRx_Growth_Rate,Patients_Mean_12M,Patients_Std_12M,Patients_Min_12M,Patients_Max_12M,Patients_Total_12M,Patients_CV_12M,Patients_Trend_Slope,Patients_Trend_Direction,Patients_Growth_Rate,HCPs_Mean_12M,HCPs_Std_12M,HCPs_Min_12M,HCPs_Max_12M,HCPs_Total_12M,HCPs_CV_12M,HCPs_Trend_Slope,HCPs_Trend_Direction,HCPs_Growth_Rate,TRx_per_HCP_Mean_12M,TRx_per_HCP_Std_12M,TRx_per_HCP_Min_12M,TRx_per_HCP_Max_12M,TRx_per_HCP_Total_12M,TRx_per_HCP_CV_12M,TRx_per_HCP_Trend_Slope,TRx_per_HCP_Trend_Direction,TRx_per_HCP_Growth_Rate,NBRx_per_HCP_Mean_12M,NBRx_per_HCP_Std_12M,NBRx_per_HCP_Min_12M,NBRx_per_HCP_Max_12M,NBRx_per_HCP_Total_12M,NBRx_per_HCP_CV_12M,NBRx_per_HCP_Trend_Slope,NBRx_per_HCP_Trend_Direction,NBRx_per_HCP_Growth_Rate,NRx_per_HCP_Mean_12M,NRx_per_HCP_Std_12M,NRx_per_HCP_Min_12M,NRx_per_HCP_Max_12M,NRx_per_HCP_Total_12M,NRx_per_HCP_CV_12M,NRx_per_HCP_Trend_Slope,NRx_per_HCP_Trend_Direction,NRx_per_HCP_Growth_Rate,NBRx_to_TRx_Ratio_Mean_12M,NBRx_to_TRx_Ratio_Std_12M,NBRx_to_TRx_Ratio_Min_12M,NBRx_to_TRx_Ratio_Max_12M,NBRx_to_TRx_Ratio_Total_12M,NBRx_to_TRx_Ratio_CV_12M,NBRx_to_TRx_Ratio_Trend_Slope,NBRx_to_TRx_Ratio_Trend_Direction,NBRx_to_TRx_Ratio_Growth_Rate,NRx_to_TRx_Ratio_Mean_12M,NRx_to_TRx_Ratio_Std_12M,NRx_to_TRx_Ratio_Min_12M,NRx_to_TRx_Ratio_Max_12M,NRx_to_TRx_Ratio_Total_12M,NRx_to_TRx_Ratio_CV_12M,NRx_to_TRx_Ratio_Trend_Slope,NRx_to_TRx_Ratio_Trend_Direction,NRx_to_TRx_Ratio_Growth_Rate,Patients_per_HCP_Mean_12M,Patients_per_HCP_Std_12M,Patients_per_HCP_Min_12M,Patients_per_HCP_Max_12M,Patients_per_HCP_Total_12M,Patients_per_HCP_CV_12M,Patients_per_HCP_Trend_Slope,Patients_per_HCP_Trend_Direction,Patients_per_HCP_Growth_Rate,Is_Volatile_TRx,Volatility_Score_TRx,Is_Stable_TRx,Stability_Score_TRx,Is_Growing_TRx,Is_Declining_TRx,Is_Stable_Trend_TRx,Has_Spike_TRx,Has_Drop_TRx,Max_Spike_TRx,Max_Drop_TRx,Spike_Count_12M_TRx,Is_Volatile_NBRx,Volatility_Score_NBRx,Is_Stable_NBRx,Stability_Score_NBRx,Is_Growing_NBRx,Is_Declining_NBRx,Is_Stable_Trend_NBRx,Has_Spike_NBRx,Has_Drop_NBRx,Max_Spike_NBRx,Max_Drop_NBRx,Spike_Count_12M_NBRx,Is_Volatile_NRx,Volatility_Score_NRx,Is_Stable_NRx,Stability_Score_NRx,Is_Growing_NRx,Is_Declining_NRx,Is_Stable_Trend_NRx,TRx_Lag1,TRx_Lag2,TRx_Lag3,MoM_Change_TRx_Lag1,NBRx_Lag1,NBRx_Lag2,NBRx_Lag3,MoM_Change_NBRx_Lag1,NRx_Lag1,NRx_Lag2,NRx_Lag3,TRx_Mean_3M,TRx_Std_3M,TRx_Trend_3M,TRx_Mean_6M,TRx_Std_6M,NBRx_Mean_3M,NBRx_Std_3M,NBRx_Trend_3M,NBRx_Mean_6M,NBRx_Std_6M,NRx_Mean_3M,NRx_Std_3M,NRx_Trend_3M,NRx_Mean_6M,NRx_Std_6M,Market_Share_Pct,Market_Rank,Relative_Growth,Appears_In_Top_Patterns,PBM_Count,Top_PBM_Volume_Pct,Has_Strategic_PBM_Relationship,Has_Vertical_Integration,Formulary_Count,Has_COVERED_Formulary,Has_PREFERRED_Formulary,State_Count,Channel_Count,Has_Channel_Diversity,Payer_State_Combinations,Pattern_Count,Pattern_Volume_Coverage,Pattern_Importance_Score,T25_TRx,T25_NBRx,T25_NRx,Will_Drift_T25,Z_Score_T25,Volume_Change_T25,Discriminator_Score,TRx_T24_pred,TRx_T24_actual,NBRx_T24_pred,NBRx_T24_actual,NRx_T24_pred,NRx_T24_actual,TRx_T24_Error,TRx_T24_PctError,PctError_vs_T24,Anomaly_LowDiscriminator,Anomaly_Spike20,Anomaly_Score,Anomaly_Flag,TRx_T24_ZScore,TRx_T24_ZScore_Population,Flag_Error_Above_Threshold,Flag_Spike_Above_20,Flag_ZScore_Above_2,Flag_Relationship_Violation,Threshold_Score,Threshold_Flag,Priority
Blue Cross and Blue Shield of Alabama,661.652,621.556,665.721,691.231,671.679,664.68,702.307,699.912,700.51,731.456,703.217,667.82,731.228,740.011,700.787,785.62,756.901,760.293,638.544,698.862,643.318,696.567,672.822,698.654,636.95,88.962,78.592,81.027,85.71000000000001,80.83,79.53,89.885,92.782,83.664,87.249,80.067,86.914,95.828,92.001,93.547,94.71,93.601,100.538,86.06400000000001,91.011,87.151,85.105,90.463,83.671,79.476,661.652,621.556,665.721,691.231,671.679,664.68,702.307,699.912,700.51,731.456,703.217,667.82,731.228,740.011,700.787,785.62,756.901,760.293,638.544,698.862,643.318,696.567,672.822,698.654,636.95,358,370,380,398,399,385,408,409,424,425,417,375,426,443,413,459,458,435,360,372,363,395,374,402,369,358,367,377,397,395,381,404,404,420,421,414,375,423,441,411,457,455,435,359,372,363,395,372,399,367,1.8481899441340783,1.6936130790190738,1.7658381962864722,1.7411360201511334,1.700453164556962,1.744566929133858,1.7383836633663368,1.7324554455445544,1.6678809523809524,1.7374251781472685,1.6985917874396137,1.7808533333333334,1.7286713947990542,1.6780294784580498,1.705077858880779,1.7190809628008752,1.6635186813186813,1.7478,1.7786740947075208,1.8786612903225808,1.7722258953168044,1.7634607594936709,1.8086612903225807,1.751012531328321,1.7355585831062672,0.2484972067039106,0.2141471389645776,0.2149257294429708,0.2158942065491184,0.204632911,0.2087401574803149,0.2224876237623762,0.2296584158415841,0.1992,0.2072422802850356,0.1933985507246376,0.2317706666666666,0.2265437352245863,0.2086190476190476,0.2276082725060827,0.2072428884026258,0.2057164835164835,0.2311218390804597,0.2397325905292479,0.2446532258064516,0.2400853994490358,0.2154556962025316,0.2431801075268817,0.2097017543859649,0.2165558583106267,1.8481899441340783,1.6936130790190738,1.7658381962864722,1.7411360201511334,1.700453164556962,1.744566929133858,1.7383836633663368,1.7324554455445544,1.6678809523809524,1.7374251781472685,1.6985917874396137,1.7808533333333334,1.7286713947990542,1.6780294784580498,1.705077858880779,1.7190809628008752,1.6635186813186813,1.7478,1.7786740947075208,1.8786612903225808,1.7722258953168044,1.7634607594936709,1.8086612903225807,1.751012531328321,1.7355585831062672,0.1344543657390894,0.1264439567794374,0.1217131501034217,0.1239961749400707,0.1203402220405878,0.1196515616537281,0.1279853397445846,0.1325623792705368,0.1194329845398352,0.1192812691399072,0.1138581689578039,0.1301458476835075,0.1310507803311689,0.1243238276187786,0.1334884922237427,0.1205544665359843,0.1236634645746273,0.1322358617006864,0.1347816282041644,0.1302274268739751,0.1354711044926459,0.1221777661014661,0.1344530945777635,0.1197602819135079,0.1247758850773216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.008174386920981,1.0079575596816976,1.0025188916876575,1.010126582278481,1.010498687664042,1.00990099,1.0123762376237624,1.0095238095238095,1.009501187648456,1.0072463768115942,1,1.0070921985815602,1.0045351473922903,1.0048661800486618,1.0043763676148796,1.0065934065934066,1,1.0027855153203342,1,1,1,1.0053763440860215,1.0075187969924813,1.005449591280654,0.9322120994117764,-2.302106517,-4.383815998,-0.977978231,9.446177554,5.748047964305619,-7.947777959,-4.241245564,8.277243914,-2.347649482,-3.408860885,6.295752305974959,3.839351269726613,-7.508041962,-8.831839509,-5.01368455,-2.416830206,-1.11228547,7.105554447225988,3.098279723127039,3.831935601,5.779554963160437,-2.828576843,-5.693618014,-1.042015606,-1.608313745,5.660919540229895,13.02024393310701,-0.341018956,3.223007175835781,0.085439312,-9.827337199,4.417638577607747,4.284997131382666,-3.860656007,-8.23161297,3.983265478508052,19.68476401014152,1.201130153659326,-3.993613558,-5.30046175,1.6804165172117609,12.105390082863977,1.2432253305824843,-3.655584125,-1.170942878,0.4481431521427574,7.411245606350357,723.0768333333334,33.902105327045106,664.68,785.62,8676.922,4.688589616508495,7.685685314685336,Increasing,14.38481675392671,90.2835,6.463450436528043,79.53,100.538,1083.402,7.159060555392783,1.249860139860139,Increasing,26.41518924,723.0768333333334,33.902105327045106,664.68,785.62,8676.922,4.688589616508495,7.685685314685336,Increasing,14.38481675392671,425.1666666666667,21.37046957127919,385,459,5102,5.026374654162099,4.748251748251751,Increasing,12.987012987012983,422.1666666666667,22.081803834969204,381,457,5066,5.230589143695824,5.062937062937061,Increasing,14.173228346456693,1.713456861022502,0.030278157101078618,1.6635186813186813,1.7478,20.561482332270025,1.7670802101787488,-0.002426452,Stable,0.18532226033580945,0.2139649412036028,0.012837874,0.1933985507246376,0.2311218390804597,2.567579294443234,5.999989376,0.000411421,Stable,10.722269193581257,1.713456861022502,0.030278157,1.6635186813186813,1.7478,20.561482332270025,1.7670802101787488,-0.002426452,Stable,0.1853222603358094,0.1248407163576153,0.006503632,0.1138581689578039,0.1334884922237427,1.4980885962913844,5.209544150796992,0.000412842,Stable,10.51745574652616,1,0,1,1,12,0,2.5865491016156957e-17,Stable,0,1.007209215800123,0.003416636,1,1.0123762376237624,12.086510589601472,0.3392181366536396,-0.000837739,Stable,-1.038961039,0,4.688589616508495,1,21.32837551998593,1,0,0,0,0,12.105390082863977,-8.831839509,0,0,7.159060555392783,1,13.968313192248656,1,0,0,0,0,19.68476401014152,-9.827337199,0,0,4.688589616508495,1,21.32837551998593,1,0,0,760.293,756.901,785.62,0.44814315214275746,100.538,93.601,94.71,7.411245606350357,760.293,756.901,785.62,767.6046666666666,15.69364815246391,-12.6635,745.8066666666665,28.951467172954573,96.283,3.726424425639141,2.9139999999999877,95.03749999999998,2.983055530827408,767.6046666666666,15.69364815246391,-12.6635,745.8066666666665,28.951467172954573,0.028126097,27,-36.26503662,0,1,100,1,0,4,1,1,38,2,1,38,0,0,0,760.293,100.538,760.293,1,1.097753850613452,0.4481431521427574,0.56308633,870.453,756.901,95.87299999999999,93.601,870.453,756.901,113.55200000000002,14.453807184134826,15.002226182816514,0,0,0,0,1.8242170491110903,2.1609331447998583,0,0,0,0,0,0,Low
Blue Shield of California,688.517,650.45,678.443,694.776,704.499,643.961,674.782,693.713,660.119,731.291,682.629,717.566,714.559,616.883,538.574,647.616,672.378,655.912,709.111,734.868,670.508,755.131,716.824,770.203,704.077,59.732,50.113,59.573,66.286,52.239,58.95,49.877,47.505,49.359,65.083,62.588,60.798,51.097,52.739,52.448,57.879,54.717,50.907,54.777,60.693,58.6,67.583,55.012,75.096,61.378,688.517,650.45,678.443,694.776,704.499,643.961,674.782,693.713,660.119,731.291,682.629,717.566,714.559,616.883,538.574,647.616,672.378,655.912,709.111,734.868,670.508,755.131,716.824,770.203,704.077,478,480,480,500,504,481,496,511,501,539,528,497,518,450,412,476,485,483,510,518,485,529,506,532,511,440,439,439,457,454,442,458,473,459,488,483,458,475,449,412,476,484,483,473,475,447,487,463,485,457,1.564811363636364,1.4816628701594534,1.5454282460136677,1.5202975929978118,1.551759911894273,1.4569253393665158,1.4733231441048036,1.4666236786469344,1.4381677559912855,1.4985471311475411,1.4133105590062112,1.5667379912663757,1.5043347368421052,1.3739042316258352,1.3072184466019416,1.3605378151260503,1.389210743801653,1.3579958592132506,1.4991775898520083,1.5470905263157897,1.5000178970917226,1.550577002053388,1.5482159827213822,1.5880474226804122,1.5406498905908097,0.1357545454545454,0.1141526195899772,0.1357015945330296,0.1450459518599562,0.1150638766519823,0.1333710407239819,0.1089017467248908,0.1004334038054968,0.1075359477124183,0.1333668032786885,0.1295817805383022,0.1327467248908297,0.1075726315789473,0.1174587973273942,0.1273009708737864,0.121594538,0.1130516528925619,0.1053975155279503,0.1158076109936575,0.1277747368421052,0.1310961968680089,0.1387741273100615,0.118816415,0.1548371134020618,0.1343063457330415,1.564811363636364,1.4816628701594534,1.5454282460136677,1.5202975929978118,1.551759911894273,1.4569253393665158,1.4733231441048036,1.4666236786469344,1.4381677559912855,1.4985471311475411,1.4133105590062112,1.5667379912663757,1.5043347368421052,1.3739042316258352,1.3072184466019416,1.3605378151260503,1.389210743801653,1.3579958592132506,1.4991775898520083,1.5470905263157897,1.5000178970917226,1.550577002053388,1.5482159827213822,1.5880474226804122,1.5406498905908097,0.086754575,0.077043585,0.087808408,0.095406289,0.074150567,0.091542811,0.073915724,0.068479328,0.074772882,0.088997403,0.0916867,0.084728095,0.071508441,0.085492711,0.097383089,0.089372406,0.081378332,0.077612546,0.077247427,0.082590343,0.087396422,0.089498378,0.076744082,0.097501568,0.087175124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0863636363636364,1.0933940774487472,1.0933940774487472,1.0940919037199124,1.1101321585903083,1.088235294117647,1.0829694323144106,1.080338266384778,1.091503267973856,1.1045081967213115,1.093167701863354,1.0851528384279476,1.0905263157894738,1.0022271714922049,1,1,1.0020661157024793,1,1.0782241014799154,1.0905263157894738,1.0850111856823266,1.0862422997946612,1.0928725701943844,1.0969072164948457,1.1181619256017503,4.219067939,1.7846380499564762,-1.178288826,-9.903286292,3.632294521,10.800153349033348,-8.758035457,-3.448503122,12.620729357442409,15.329351535836173,-5.072894637,-18.60083157,7.446597770163948,36.50839816767251,-8.58552875,-18.26728454,-7.616638521,-18.3534817,4.303635944346212,18.877337217887572,2.407424057732185,11.268527688718043,1.399443849528491,-21.19150348,-8.59305691,12.84672371216908,4.78615941,-15.39100933,2.805498664753939,-4.75569902,-4.842636652,3.902747079254813,10.781692391826326,31.85639903563685,-6.654259385,-3.833566369,4.677504178697353,-18.35974947,-13.66941008,3.2134958999549794,-12.69430346,-0.55177383,20.24642853164097,10.355018303843805,3.823562110880531,-5.463121339,-2.448920101,-6.963101047,661.0347499999999,49.63255084413308,538.574,731.291,7932.416999999999,7.508311907071919,-3.957597902,Decreasing,1.8558577305147397,54.42908333333333,5.536297014,47.505,65.083,653.149,10.17157863974276,-0.018786713,Stable,-13.6437659,661.0347499999999,49.63255084413308,538.574,731.291,7932.416999999999,7.508311907071919,-3.957597902,Decreasing,1.855857731,490,34.72227474743502,412,539,5880,7.086178519884699,-3.65034965,Decreasing,0.4158004158004158,465.1666666666667,22.36406750015558,412,488,5582,4.807753672552257,1.209790209790214,Increasing,9.276018099547512,1.4200082867895107,0.062675327,1.3072184466019416,1.5043347368421052,17.04009944147413,4.413729649,-0.012326881,Stable,-6.790291683,0.1171305690666287,0.011638864,0.1004334038054968,0.1333710407239819,1.405566828799545,9.936657546869478,-0.000325663,Stable,-20.97421228,1.4200082867895107,0.062675327,1.3072184466019416,1.5043347368421052,17.04009944147413,4.413729649,-0.012326881,Stable,-6.790291683,0.082678531,0.009349922,0.068479328,0.097383089,0.9921423717242426,11.308766130144088,0.000498394,Stable,-15.2172138,1,0,1,1,12,0,2.5865491016156957e-17,Stable,0,1.0529618135299597,0.046361682,1,1.1045081967213115,12.635541762359516,4.402978503602319,-0.010587716,Stable,-8.108108108,0,7.508311907071919,1,13.318572967888048,0,1,0,1,0,20.24642853164097,-13.66941008,1,0,10.17157863974276,0,9.831315623838014,0,0,1,1,1,36.50839816767251,-21.19150348,2,0,7.508311907071919,1,13.318572967888048,0,1,0,655.912,672.378,647.616,-2.448920101,50.907,54.717,57.879,-6.963101047,655.912,672.378,647.616,658.6353333333334,12.603633179894357,4.148,640.9870000000001,59.55561890535604,54.501,3.491015325088105,-3.486,53.29783333333333,2.6304138394303407,658.6353333333334,12.603633179894356,4.148,640.9870000000001,59.55561890535604,0.025712796,29,-48.79399564,0,1,100,0,0,2,1,0,47,2,1,47,0,0,0,655.912,50.907,655.912,0,-0.103213514,-2.448920101,0.71351385,756.658,672.378,63.309999999999995,54.717,756.658,672.378,84.27999999999997,13.013884771222447,12.534615945197489,0,0,0,0,1.5927375262010046,1.895625499867825,0,0,0,0,0,0,Normal
